Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month)
0,0,MCD,0,0,0,0,120130000000.0,150780000000.0,23.74,18.39,2.36,5.26,,6.61,15.52,22.75,36.61,16.11,,22820000000.0,28.26,-11.4,10620000000.0,9720000000.0,5190000000.0,6.37,-41.5,2460000000.0,3.1,29540000000.0,,1.84,-4.12,5550000000.0,4530000000.0,0.74,165.91,165.65,4270000.0,794500000.0,794130000.0,0.06,70.45,6270000.0,1.97,0.77,6110000.0
0,0,TGT,0,0,0,0,39020000000.0,50200000000.0,15.04,13.55,-9.87,0.56,3.51,0.72,7.17,3.8,6.59,7.25,23.85,69800000000.0,126.57,1.4,20620000000.0,7000000000.0,2650000000.0,4.77,-21.1,2720000000.0,5.01,12630000000.0,113.42,0.96,20.48,7040000000.0,4370000000.0,0.42,75.04,63.99,6690000.0,543570000.0,542890000.0,0.12,89.58,52280000.0,7.48,9.48,53690000.0
0,0,JNPR,0,0,0,0,8920000000.0,7840000000.0,32.42,12.07,1.75,1.77,2.06,1.56,6.82,6.09,18.48,5.96,6.35,5030000000.0,13.31,-10.5,3070000000.0,1150000000.0,306200000.0,0.8,,3030000000.0,8.82,2220000000.0,47.34,2.41,12.6,1260000000.0,993750000.0,1.27,26.63,27.14,4300000.0,343760000.0,335210000.0,2.82,97.64,18790000.0,2.73,5.71,20980000.0
0,0,LO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,INTU,0,0,0,0,43400000000.0,42470000000.0,44.87,26.86,1.65,7.99,37.51,7.82,25.94,17.48,25.71,18.84,97.84,5430000000.0,21.18,14.7,4380000000.0,1640000000.0,950000000.0,3.65,,726000000.0,2.84,1100000000.0,95.33,0.63,4.52,1690000000.0,1370000000.0,1.26,166.37,154.34,1370000.0,256110000.0,244100000.0,4.68,89.0,2250000.0,2.29,0.92,2009999.9999999998
0,0,CSX,0,0,0,0,49810000000.0,59760000000.0,9.37,15.47,1.05,4.37,3.4,5.24,11.52,47.96,33.93,6.8,41.42,11410000000.0,12.52,-5.7,8430000000.0,5190000000.0,5470000000.0,5.99,803.9,419000000.0,0.47,11810000000.0,80.22,1.01,16.52,3470000000.0,1580000000.0,1.27,55.44,53.61,8310000.000000001,887240000.0,884970000.0,5.1,77.34,16320000.0,2.71,1.86,15900000.0
0,0,ROP,0,0,0,0,28150000000.0,31990000000.0,29.15,22.75,2.5,6.11,4.09,6.94,20.57,21.09,26.27,5.28,15.36,4610000000.0,45.1,21.3,2860000000.0,1560000000.0,971770000.0,9.39,143.8,671330000.0,6.53,5160000000.0,75.11,0.87,66.97,1230000000.0,1130000000.0,1.33,275.15,257.39,102830000.0,102830000.0,100660000.0,2.19,96.42,2320000.0,6.64,2.64,1940000.0
0,0,GRPN,0,0,0,0,2600000000.0,1720000000.0,185.2,19.29,0.73,0.91,10.33,0.61,15.42,0.49,1.09,1.13,11.07,2840000000.0,5.08,-3.5,1330000000.0,111790000.0,16010000.000000002,0.03,,880130000.0,1.57,234210000.0,93.0,0.95,0.45,135080000.0,155190000.0,1.93,4.94,4.98,9620000.0,561530000.0,398840000.0,28.9,58.45,36240000.0,3.68,12.72,35530000.0
0,0,COF,0,0,0,0,47600000000.0,93330000000.0,28.14,9.15,0.72,2.42,1.07,4.74,,10.07,30.84,0.59,4.4,19690000000.0,40.66,5.7,,,1840000000.0,3.48,,15080000000.0,31.06,61550000000.0,,,91.39,14180000000.0,,1.17,100.14,91.89,2290000.0,485500000.0,482010000.0,0.65,91.23,6220000.0,2.65,1.3,6590000.0
0,0,SWK,0,0,0,0,23650000000.0,26230000000.0,19.09,16.23,1.66,1.86,2.78,2.06,12.77,9.62,12.49,5.74,16.71,12750000000.0,85.19,16.9,4780000000.0,2049999999.9999998,1230000000.0,8.04,10.2,637500000.0,4.25,3830000000.0,46.17,1.05,55.28,1420000000.0,1210000000.0,1.16,163.19,159.93,1090000.0,154110000.0,149220000.0,0.64,86.26,1850000.0,1.87,1.22,1440000.0
0,0,AGN,0,0,0,0,49780000000.0,73410000000.0,,9.1,1.31,3.12,0.72,4.61,10.1,-25.88,-0.63,-0.05,-4.95,15940000000.0,47.76,12.0,13770000000.0,7270000000.0,-4000000000.0,-13.2,,6450000000.0,19.52,30080000000.0,40.73,1.15,208.63,5870000000.0,6240000000.0,1.34,169.57,185.52,3270000.0,330320000.0,312370000.0,0.25,91.43,8940000.0,1.67,2.67,7840000.0
0,0,PETS,0,0,0,0,931430000.0,831500000.0,26.9,20.69,2.49,3.46,8.47,3.09,16.01,12.84,18.49,26.71,34.71,269510000.0,13.27,13.7,79310000.0,51930000.0,34600000.0,1.7,87.9,81000000.0,3.98,,,4.24,5.4,50710000.0,46480000.0,0.68,46.22,41.11,20370000.0,20370000.0,17970000.0,3.72,94.73,5690000.0,6.45,32.72,5480000.0
0,0,ADBE,0,0,0,0,104220000000.0,97340000000.0,62.72,29.86,1.42,14.27,12.31,13.33,39.03,23.2,29.69,9.95,21.33,7300000000.0,14.79,24.8,6290000000.0,2490000000.0,1690000000.0,3.38,25.5,5820000000.0,11.84,1880000000.0,22.25,2.06,17.22,2910000000.0,2280000000.0,0.85,199.7,175.82,2730000.0,491580000.0,489960000.0,0.41,88.41,5730000.0,1.79,1.16,4900000.0
0,0,ALTR,0,0,0,0,1720000000.0,1730000000.0,,80.26,7.17,5.26,,5.29,-127.66,-10.16,-7.39,,,326310000.0,6.49,8.8,,-13530000.0,-33159999.999999996,-0.66,,16670000.000000002,0.26,92090000.0,,0.52,-1.22,17480000.0,,,26.13,24.08,26390000.0,26390000.0,20770000.0,30.19,49.41,0.05,0.05,0.28,
0,0,CAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,NFX,0,0,0,0,4590000000.0,6720000000.0,10.89,6.34,0.33,2.6,3.26,3.81,7.18,24.17,26.6,6.33,36.4,1770000000.0,8.88,22.7,1250000000.0,937000000.0,427000000.0,2.13,630.8,326000000.0,1.65,2430000000.0,172.87,0.91,7.12,952000000.0,-459880000.0,1.8,28.73,29.4,3270000.0,197690000.0,196140000.0,0.57,103.41,7880000.0,2.35,5.06,9020000.0
0,0,JOSB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ZLC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WGO,0,0,0,0,1400000000.0,1620000000.0,18.09,11.28,2.2,0.8,3.07,0.93,10.15,4.43,7.25,8.79,18.16,1750000000.0,55.45,83.5,222580000.0,159610000.0,77550000.0,2.45,53.0,54470000.0,1.72,271010000.0,59.35,1.88,14.43,126730000.0,110410000.0,1.17,45.76,46.88,31660000.0,31660000.0,28880000.0,3.8,88.41,,0.0,0.0,0.4
0,0,MCO,0,0,0,0,31730000000.0,36160000000.0,59.18,19.31,1.38,7.55,,8.6,18.3,23.8,43.57,16.43,,4200000000.0,22.0,23.7,2980000000.0,1980000000.0,1000000000.0,2.81,,1180000000.0,6.2,5540000000.0,,1.25,-1.93,,,0.99,162.42,148.43,191100000.0,191100000.0,165360000.0,0.49,91.33,,0.0,0.0,1.76
0,0,BK,0,0,0,0,57420000000.0,-17340000000.0,15.29,12.78,1.22,3.69,1.53,-1.11,,26.27,31.64,1.17,10.12,15570000000.0,15.05,-1.3,15560000000.0,,3870000000.0,3.72,35.1,143030000000.0,141.13,69430000000.0,,,37.21,,,0.96,56.37,53.94,4530000.0,1010000000.0,950810000.0,0.0,0.0,14050000.0,2.96,1.4,15740000.0
0,0,HRB,0,0,0,0,5390000000.0,6570000000.0,13.77,11.01,0.95,1.76,,2.15,7.37,12.91,23.13,23.28,,3060000000.0,14.7,7.3,1810000000.0,891080000.0,408170000.0,1.87,,181000000.0,0.87,1490000000.0,,1.13,-1.97,622010000.0,651540000.0,-0.15,26.22,26.35,3280000.0,209070000.0,208350000.0,0.68,104.86,31360000.0,12.04,17.22,30120000.0
0,0,BBY,0,0,0,0,22440000000.0,19830000000.0,19.28,14.35,0.96,0.56,5.47,0.49,7.86,3.09,4.62,7.92,29.53,40270000000.0,131.42,4.2,9440000000.0,2520000000.0,1240000000.0,3.98,23.2,3510000000.0,12.01,1330000000.0,32.08,1.25,14.03,2340000000.0,1600000000.0,0.14,73.25,62.91,3660000.0,292330000.0,254620000.0,14.81,88.07,33930000.0,10.33,17.04,31910000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SE,0,0,0,0,3570000000.0,2600000000.0,,-8.1,,8.63,6.84,6.28,-5.61,-135.32,-121.29,-25.38,-202.38,414190000.0,2.01,40.9,87310000.0,-463490000.0,-560480000.0,-2.72,,1370000000.0,4.66,728960000.0,153.42,2.7,1.6,-334230000.0,-172290000.0,,11.98,13.03,1850000.0,327040000.0,108610000.0,0.0,44.72,2020000.0,0.56,0.0,1590000.0
0,0,JDSU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EXPD,0,0,0,0,11250000000.0,10070000000.0,23.69,20.29,2.52,1.63,5.64,1.46,13.51,7.07,10.06,14.73,25.53,6920000000.0,38.61,15.8,2320000000.0,745570000.0,489340000.0,2.69,51.0,1050000000.0,5.95,,,2.33,11.29,488640000.0,357340000.0,0.48,64.4,61.38,1190000.0,176540000.0,174960000.0,0.96,95.19,9510000.0,8.98,5.91,9450000.0
0,0,HTZ,0,0,0,0,1650000000.0,15280000000.0,,18.4,-0.6,0.19,1.91,1.74,37.54,3.71,1.9,0.53,25.2,8800000000.0,106.07,4.0,1050000000.0,407000000.0,327000000.0,-8.85,,1070000000.0000001,12.8,14870000000.0,977.96,1.75,10.31,2390000000.0,-3610000000.0,2.06,20.93,21.76,3370000.0,83730000.0,43720000.0,0.62,120.36,24260000.0,4.78,44.7,22020000.0
0,0,RRC,0,0,0,0,3720000000.0,7490000000.0,,13.96,0.25,1.42,0.67,2.87,7.25,12.76,10.05,1.42,5.96,2610000000.0,10.65,34.8,530159999.99999994,1030000000.0,333150000.0,-0.21,,,,4110000000.0000005,71.16,0.57,22.67,,,0.27,14.31,17.11,9390000.0,244210000.0,243940000.0,1.07,98.55,29580000.0,4.17,12.06,34460000.0
0,0,FCX,0,0,0,0,27070000000.0,35460000000.0,14.92,13.36,0.35,1.65,3.39,2.16,6.06,11.08,23.73,6.52,19.74,16399999999.999998,11.34,15.2,4380000000.0,5850000000.0,1750000000.0,1.25,256.5,4500000000.0,3.11,13120000000.0,116.12,2.14,5.51,4680000000.0,3120000000.0,2.55,18.89,16.22,21180000.0,1450000000.0,1380000000.0,0.43,71.68,36200000.0,2.1,2.8,31400000.0
0,0,ABBV,0,0,0,0,181920000000.0,208350000000.0,34.72,13.14,0.89,6.45,35.79,7.38,17.16,18.82,37.72,9.72,109.09,28220000000.0,17.68,13.9,21180000000.0,12140000000.0,5280000000.0,3.3,-96.3,9790000000.0,6.16,37370000000.0,733.14,1.27,3.2,9960000000.0,6450000000.0,1.49,113.03,96.37,6160000.0,1590000000.0,1590000000.0,0.07,74.12,15150000.0,2.3,1.07,12640000.0
0,0,ADSK,0,0,0,0,26400000000.0,25400000000.0,,36.66,2.61,13.32,246.14,12.82,-77.45,-28.6,-23.39,-6.45,-97.06,1980000000.0,9.01,5.2,1690000000.0,-328000000.0,-566800000.0,-2.58,,1450000000.0,6.6,1590000000.0,1477.54,1.07,0.49,-62800000.0,111900000.0,1.98,113.73,114.71,2130000.0,220270000.0,219780000.0,0.19,97.9,4680000.0,3.64,2.58,3650000.0
0,0,VNO,0,0,0,0,13690000000.0,21810000000.0,79.72,47.94,3.1,6.56,3.73,10.45,20.42,10.89,29.66,2.03,3.73,2089999999.9999998,11.02,-21.4,1200000000.0,1070000000.0000001,175200000.0,0.85,-93.4,1850000000.0,9.71,10240000000.0,170.82,6.97,18.14,860140000.0,2980000000.0,1.14,68.9,74.11,1250000.0,189980000.0,176860000.0,9.42,89.7,3270000.0,2.81,2.39,3550000.0
0,0,THC,0,0,0,0,2290000000.0,16450000000.0,,14.15,1.33,0.12,95.13,0.86,7.28,-3.67,7.24,3.61,-10.88,19180000000.0,190.66,2.4,16090000000.0,2260000000.0,-704000000.0,-5.53,,611000000.0,6.04,14940000000.0,621.08,1.29,0.24,1200000000.0,413620000.0,1.03,18.81,15.88,2640000.0,101110000.0,75560000.0,2.25,123.86,,0.0,0.0,500.0
0,0,QEP,0,0,0,0,2230000000.0,4490000000.0,8.28,308.67,0.72,1.38,0.59,2.77,5.86,16.59,-0.53,-0.07,7.38,1620000000.0,6.74,7.3,752700000.0,767200000.0,269300000.0,1.12,,,,2190000000.0,57.73,0.29,15.76,598400000.0,-1190000000.0,2.03,9.23,8.93,6320000.0,241000000.0,238910000.0,0.75,94.95,13940000.0,2.43,5.84,14200000.0
0,0,PCL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BEAM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AA,0,0,0,0,8750000000.0,8439999999.999999,40.51,12.6,1.51,0.75,1.92,0.72,3.74,1.86,12.9,5.49,7.71,11650000000.0,63.33,25.1,1430000000.0,2260000000.0,217000000.0,1.16,,1360000000.0,7.29,1400000000.0,20.65,1.3,24.42,1220000000.0,1130000000.0,,49.56,46.89,4380000.0,186180000.0,185750000.0,6.04,0.0,7490000.0,1.86,4.07,5760000.0
0,0,NBL,0,0,0,0,15050000000.0,20800000000.0,,31.32,1.42,3.71,1.51,5.12,8.66,-27.54,5.37,0.64,-10.39,4059999999.9999995,8.66,16.8,3120000000.0,2400000000.0,-1120000000.0,-2.38,,675000000.0,1.38,6810000000.0,64.1,1.27,20.36,1950000000.0,-935000000.0,1.12,29.72,27.8,5560000.0,490350000.0,482570000.0,1.13,97.85,,,0.0,
0,0,DGX,0,0,0,0,14130000000.0,17430000000.0,18.93,15.09,1.71,1.83,2.86,2.26,11.23,10.01,16.63,7.78,16.86,7710000000.0,56.27,4.0,2990000000.0,1550000000.0,769000000.0,5.5,63.9,137000000.0,1.01,3940000000.0,78.33,1.24,36.45,1180000000.0,810630000.0,1.16,102.6,99.1,1020000.0,135640000.0,128250000.0,0.43,91.59,5570000.0,4.24,5.23,4850000.0
0,0,EMR,0,0,0,0,44740000000.0,46540000000.0,28.4,19.63,1.88,2.82,5.35,2.93,13.86,10.09,17.42,9.26,21.05,15860000000.0,24.75,18.7,6400000000.0,3360000000.0,1670000000.0,2.48,26.9,3100000000.0,4.88,5470000000.0,65.19,1.32,13.16,2120000000.0,1840000000.0,1.18,71.52,66.09,3480000.0,634840000.0,630860000.0,0.63,71.33,,0.0,0.0,1.94
0,0,WMT,0,0,0,0,263829999999.99997,315270000000.0,23.64,16.93,2.57,0.53,3.47,0.63,10.18,1.97,4.08,6.33,13.04,500340000000.0,167.06,4.1,124620000000.0,30970000000.0,9860000000.0,3.77,-42.1,6760000000.0,2.28,46490000000.0,57.52,0.76,25.66,28340000000.0,15560000000.0,0.19,100.16,91.68,11150000.0,2960000000.0,1430000000.0,51.56,30.67,,0.0,0.0,100.0
0,0,HCBK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SJM,0,0,0,0,14730000000.0,19170000000.0,11.7,14.16,1.56,2.0,1.89,2.61,11.75,17.16,16.52,4.88,16.79,7360000000.0,64.96,1.3,2840000000.0,1630000000.0,1260000000.0,11.08,517.6,186200000.0,1.64,4940000000.0,63.33,1.48,68.7,1170000000.0,930480000.0,0.27,124.55,114.76,1040000.0,113600000.0,108940000.0,4.37,79.26,7810000.0,6.74,7.98,7730000.0
0,0,HP,0,0,0,0,7250000000.0,7160000000.0,17.98,83.2,185.03,3.62,1.58,3.58,15.86,20.34,-4.62,-0.89,8.99,2000000000.0,18.42,53.0,555420000.0,451520000.0,402430000.0,3.7,,426200000.0,3.91,493170000.0,10.74,3.28,42.17,355060000.0,1.45,1.45,68.31,57.97,1770000.0,108870000.0,105830000.0,2.94,114.42,,0.0,0.0,2.8
0,0,STJ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DF,0,0,0,0,859700000.0,1700000000.0,20.59,11.5,-1.11,0.11,1.42,0.22,5.2,0.79,2.0,3.81,7.49,7800000000.0,85.75,-4.1,1820000000.0,326480000.0,47420000.0,0.46,59.4,16510000.000000002,0.18,913200000.0,139.22,1.52,6.64,144800000.0,134190000.0,0.22,9.98,10.61,1870000.0,91170000.0,89570000.0,11.7,89.38,9260000.0,5.05,13.72,10530000.0
0,0,KO,0,0,0,0,187400000000.0,212320000000.0,150.45,19.44,2.64,5.29,10.96,6.0,19.53,3.52,27.14,6.86,5.6,35410000000.0,8.29,-20.2,22150000000.0,10870000000.0,1150000000.0,0.29,,20680000000.0,4.85,47720000000.0,251.48,1.34,4.01,7110000000.0,1410000000.0,0.64,45.37,45.77,12620000.0,4269999999.9999995,3840000000.0,0.78,67.44,,,0.0,
0,0,CMA,0,0,0,0,17390000000.0,16070000000.0,24.31,14.0,0.5,5.62,2.18,5.19,,24.01,43.41,1.03,9.43,3090000000.0,17.78,18.3,,,738000000.0,4.14,-31.7,5420000000.0,31.33,4730000000.0,,,46.07,1100000000.0,,1.49,95.57,82.56,1520000.0,172810000.0,171590000.0,0.8,86.9,2980000.0,1.75,1.7,3340000.0
0,0,GOOG,0,0,0,0,761770000000.0,645730000000.0,60.85,22.58,1.07,6.87,4.99,5.82,18.05,11.42,26.05,9.9,8.69,110850000000.0,159.99,24.0,65269999999.99999,35780000000.0,12660000000.0,18.0,,101870000000.0,146.51,3970000000.0,2.6,5.14,219.5,37090000000.0,23440000000.0,1.24,1111.23,1026.67,1660000.0,349840000.0,603360000.0,11.67,70.8,3650000.0,2.64,0.0,3600000.0
0,0,MAC,0,0,0,0,8940000000.0,13410000000.0,58.02,73.97,433.57,8.46,2.27,12.68,20.99,13.82,28.23,1.91,3.85,1060000000.0,7.45,-1.0,598350000.0,638770000.0,145370000.0,1.02,-11.8,91040000.0,0.65,5170000000.0,130.3,0.82,26.11,386390000.0,452960000.0,0.84,61.67,59.92,1870000.0,140850000.0,116820000.0,0.55,107.24,100.0,0.12,0.0,100.0
0,0,WEC,0,0,0,0,18960000000.0,29810000000.0,15.85,17.21,4.26,2.48,2.0,3.9,11.54,15.74,23.34,3.62,13.05,7650000000.0,24.24,4.7,2640000000.0,2580000000.0,1200000000.0,3.79,122.5,38900000.0,0.12,11030000000.0,116.24,0.57,29.98,2080000000.0,-180710000.0,0.09,61.74,65.13,1900000.0,315540000.0,314860000.0,0.2,74.79,8680000.0,5.33,2.76,7530000.0
0,0,RTN,0,0,0,0,61520000000.0,62630000000.0,30.7,19.07,0.99,2.43,6.17,2.47,16.49,7.99,13.09,6.79,18.96,25350000000.0,88.14,8.0,6270000000.0,3800000000.0,2000000000.0,6.95,-29.2,3400000000.0,11.78,5050000000.0,48.21,1.54,34.55,2740000000.0,2120000000.0,0.63,207.96,191.17,1580000.0,288510000.0,287940000.0,0.17,74.86,,0.0,0.0,600.0
0,0,GCI,0,0,0,0,1150000000.0,1380000000.0,169.17,9.95,,0.36,1.31,0.44,4.82,0.22,5.04,,0.8,3150000000.0,27.83,-1.5,1080000000.0,287120000.0,6890000.0,0.06,,109960000.0,0.98,375000000.0,43.42,,7.73,,,,11.18,10.26,1030000.0,112820000.0,103630000.0,0.58,109.51,13150000.0,14.35,16.04,11540000.0
0,0,CERN,0,0,0,0,21610000000.0,20470000000.0,25.28,21.88,1.37,4.29,4.51,4.06,14.96,17.2,19.05,9.92,19.9,5040000000.0,15.21,4.3,4290000000.0,1370000000.0,866980000.0,2.57,124.9,805770000.0,2.42,526720000.0,11.01,3.01,14.39,1310000000.0,246360000.0,0.94,65.54,68.17,2310000.0,332600000.0,317500000.0,4.79,80.13,12060000.0,5.16,4.14,11480000.0
0,0,DTV,0,0,0,0,,,,,,,,,,,,,,,,,3110000000.0,,,,,,,,,,,,,,51.88,54.4,,,,,,,,,
0,0,APOL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DISCA,0,0,0,0,13910000000.0,19390000000.0,,9.54,1.16,2.02,2.62,2.82,8.17,-4.9,29.74,6.67,-6.0,6870000000.0,12.03,11.5,4070000000.0000005,2370000000.0,-337000000.0,-0.59,,7310000000.0,14.77,14790000000.0,294.35,5.34,9.31,1630000000.0,2960000000.0,1.5,24.53,21.49,5860000.0,140130000.0,305980000.0,1.68,124.74,35290000.0,5.93,120.02,33560000.0
0,0,LH,0,0,0,0,17600000000.0,24100000000.0,14.15,14.1,1.33,1.72,2.58,2.36,11.77,12.43,14.84,6.15,20.59,10210000000.0,99.67,13.2,3460000000.0,2049999999.9999998,1270000000.0,12.21,283.3,316700000.0,3.1,6760000000.0,98.71,1.31,66.83,1460000000.0,1160000000.0,1.27,172.71,159.55,101900000.0,101900000.0,101780000.0,0.53,95.23,2760000.0,4.05,2.71,2760000.0
0,0,CVX,0,0,0,0,217100000000.0,247970000000.0,23.43,18.07,0.36,1.7,1.46,1.95,11.34,7.21,2.74,0.85,6.26,127490000000.0,67.7,21.3,39470000000.0,21870000000.0,9190000000.0,4.85,649.6,4820000000.0,2.52,38760000000.0,25.96,1.03,77.77,20520000000.0,7810000000.0,1.25,119.51,118.08,6820000.0,1910000000.0,1910000000.0,0.05,66.4,22890000.0,4.11,1.21,22840000.0
0,0,DOV,0,0,0,0,15440000000.0,17930000000.0,19.42,15.48,1.39,1.97,3.53,2.29,12.92,10.37,12.7,5.98,19.84,7830000000.0,50.3,13.5,2890000000.0,1390000000.0,811670000.0,5.15,83.9,753960000.0,4.88,3570000000.0,81.4,1.39,28.31,821560000.0,732820000.0,1.26,101.85,96.04,1110000.0,154420000.0,152300000.0,0.99,91.87,2790000.0,2.23,2.02,2630000.0
0,0,RHI,0,0,0,0,7270000000.0,6640000000.0,25.56,16.77,1.46,1.38,6.58,1.26,11.42,5.52,9.79,17.68,26.51,5270000000.0,42.42,6.4,2160000000.0,581210000.0,290580000.0,2.33,-39.5,294750000.0,2.41,0.08,0.08,1.91,9.05,452990000.0,344160000.0,1.3,56.62,52.7,1110000.0,122160000.0,118420000.0,3.25,89.0,2640000.0,2.6,2.4,3090000.0
0,0,CA,0,0,0,0,14890000000.0,14630000000.0,35.3,13.04,2.4,3.58,2.57,3.51,11.99,10.23,26.9,5.94,7.54,4160000000.0,10.06,8.5,3220000000.0,1220000000.0,419000000.0,1.01,,2970000000.0,7.13,2930000000.0,51.13,1.24,13.88,1030000000.0,1100000000.0,0.57,34.77,33.57,2450000.0,416920000.0,312320000.0,25.09,69.46,6890000.0,3.28,2.18,6930000.0
0,0,ETR,0,0,0,0,14050000000.0,29590000000.0,34.09,13.85,-2.17,1.27,1.76,2.67,8.54,3.72,16.18,2.42,5.0,11070000000.0,61.64,-0.9,4310000000.0,3460000000.0,411610000.0,2.28,,781270000.0,4.33,16680000000.0,203.62,0.65,44.28,2620000000.0,-1290000000.0,0.61,76.21,80.5,1420000.0,180770000.0,179980000.0,0.24,91.51,3480000.0,2.43,2.17,3280000.0
0,0,HOV,0,0,0,0,311710000.0,1750000000.0,,-235.0,2.08,0.13,,0.71,32.32,-13.55,2.03,1.47,,2450000000.0,16.6,-10.4,351170000.0,54120000.0,-332190000.0,-2.25,-46.9,463700000.0,3.14,1760000000.0,,5.66,-4.04,297550000.0,238530000.0,1.2,2.25,2.32,2530000.0,132639999.99999999,121030000.0,9.39,46.75,8640000.0,7.59,7.06,8630000.0
0,0,VLO,0,0,0,0,39730000000.0,43050000000.0,10.01,11.34,0.41,0.42,1.97,0.46,7.61,4.32,3.89,,19.75,93980000000.0,212.62,35.5,10440000000.0,5650000000.0,4059999999.9999995,9.16,546.0,5180000000.0,11.83,8490000000.0,39.98,,46.51,,,0.95,93.34,83.29,3300000.0,433180000.0,436240000.0,0.32,84.55,16620000.000000002,4.66,3.71,19230000.0
0,0,D,0,0,0,0,47510000000.0,83790000000.0,14.79,17.0,2.63,3.77,2.72,6.66,13.23,24.92,32.82,3.48,17.92,12590000000.0,19.79,4.0,6700000000.0,6330000000.0,3140000000.0,4.93,187.1,120000000.0,0.19,37320000000.0,191.34,0.45,26.83,4570000000.0,-2170000000.0,0.23,74.82,78.66,4090000.0,651520000.0,641720000.0,0.35,68.93,14090000.0,6.56,2.25,12930000.0
0,0,QCOM,0,0,0,0,91990000000.0,83610000000.0,,16.53,1.26,4.11,3.84,3.74,13.61,-18.65,20.79,4.98,-15.12,22360000000.0,15.14,1.2,12500000000.0,6140000000.0,-4170000000.0,-2.83,,35400000000.0,23.92,22850000000.0,95.49,3.41,16.17,4870000000.0,5900000000.0,1.38,65.86,60.29,10930000.0,1480000000.0,1480000000.0,0.16,79.66,,,0.0,
0,0,LTD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FSLR,0,0,0,0,7050000000.0,3980000000.0,,20.69,-5.91,2.4,1.38,1.35,12.03,-5.63,7.31,1.96,-3.21,2940000000.0,28.19,2.5,548950000.0,330340000.0,-165620000.0,-1.59,,2990000000.0,28.61,477850000.0,9.37,5.89,48.81,1340000000.0,500540000.0,0.88,66.19,59.05,2089999.9999999998,104470000.0,79680000.0,26.07,55.25,6260000.0,1.95,7.71,5560000.0
0,0,HAL,0,0,0,0,40180000000.0,48710000000.0,,13.31,0.89,1.95,4.82,2.36,13.66,-2.24,9.74,4.82,-5.05,20620000000.0,23.7,47.7,2270000000.0,3560000000.0,-444000000.0,-0.53,,2410000000.0,2.75,10940000000.0,131.06,2.22,9.53,2470000000.0,1150000000.0,1.35,50.32,45.56,9460000.0,874910000.0,872240000.0,0.26,82.95,26130000.0,3.11,3.02,22490000.0
0,0,BDX,0,0,0,0,57760000000.0,79660000000.0,168.45,17.21,1.41,4.72,2.72,6.5,23.53,3.28,18.51,3.56,2.79,12250000000.0,54.89,5.4,5940000000.0,3380000000.0,294000000.0,1.29,,1210000000.0,4.54,22800000000.0,107.3,1.54,79.8,2560000000.0,1120000000.0,1.17,227.65,214.65,1450000.0,266240000.0,265430000.0,0.25,85.9,12530000.0,9.14,5.96,13730000.0
0,0,AZO,0,0,0,0,18110000000.0,22870000000.0,14.08,11.66,1.15,1.63,,2.05,9.38,12.0,18.9,14.37,,11130000000.0,400.66,5.4,5740000000.0,2440000000.0,1340000000.0,47.22,22.1,288520000.0,10.59,5040000000.0,,0.98,-48.83,,,0.72,738.3,652.01,27250000.0,27250000.0,27090000.0,0.68,98.34,,,0.0,
