Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2011-07-09 01:37:10,1310146630.0,goog,264.276154,10.15,117.581619,2.95,171430000000.0,144560000000.0,20.66,13.53,0.89,5.66,3.6,4.64,11.89,26.82,34.35,12.99,19.16,31120000000.0,97.37,26.6,18900000000.0,12160000000.0,8350000000.0,25.75,-8.0,36680000000.0,113.81,5100000000.0,10.43,4.64,151.65,11670000000.0,2770000000.0,0.92,511.68,566.89,2784580.0,322250000.0,252260000.0,0.58,80.9,4210000.0,1.9,1.7,3800000.0
2011-10-13 10:00:33,1318471233.0,goog,277.688904,33.23,105.97522,21.11,177100000000.0,144120000000.0,19.79,13.11,0.81,5.31,3.4,4.32,11.27,27.05,33.62,12.41,19.47,33330000000.0,103.96,32.3,18900000000.0,12780000000.0,9010000000.0,27.72,36.1,39120000000.0,121.15,6140000000.0,11.81,5.96,161.13,13100000000.0,3020000000.0,0.86,529.06,539.52,3826290.0,322890000.0,253240000.0,0.58,80.9,5820000.0,1.6,N/A,5410000.0
2007-10-05 00:53:49,1191516829.0,goog,295.105621,-34.87,125.778374,-27.7,180740000000.0,169790000000.0,47.05,29.57,1.11,13.57,9.25,12.64,33.155,27.48,32.45,15.21,22.36,13430000000.0,43.676,57.7,6380000000.0,5120000000.0,3690000000.0,12.31,28.3,12500000000.0,40.058,0,N/A,11.263,63.159,4360000000.0,679780000.0,1.04,533.08,505.43,4431140.0,312140000.0,220460000.0,0.18,80.3,5120000.0,1.5,2.2,5400000.0
2011-06-21 23:50:38,1308671438.0,goog,244.90712,17.14,113.25103,6.88,158870000000.0,124580000000.0,19.15,12.48,0.85,5.02,3.2,4.0,10.25,26.82,34.35,12.99,19.16,31120000000.0,97.37,26.6,18900000000.0,12160000000.0,8350000000.0,25.75,-8.0,36680000000.0,113.81,5100000000.0,10.43,4.64,151.65,11670000000.0,2770000000.0,0.93,521.85,574.11,2639680.0,322250000.0,252260000.0,0.58,80.9,3800000.0,1.8,1.5,4330000.0
2005-11-02 01:12:43,1130865163.0,goog,188.613251,23.76,94.726585,14.39,105940000000.0,96290000000.0,84.05,44.79,1.9,19.79,11.82,18.34,43.076,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,27.324,10000.0,0,14.973,31.489,N/A,N/A,N/A,316.94,282.56,7785960.0,279240000.0,N/A,35.44,37.9,7430000.0,0.8,2.7,8380000.000000001
2006-01-10 12:41:40,1136868100.0,goog,233.362198,4.19,100.821236,11.84,137990000000.0,130360000000.00002,103.43,53.79,2.64,26.28,14.61,24.83,58.32,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.514,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,2170000000.0,835580000.0,N/A,423.379,340.206,10027900.0,295550000.0,N/A,35.11,37.9,8180000.0,0.8,2.8,9230000.0
2011-05-13 23:48:47,1305301727.0,goog,263.064026,14.29,116.688171,3.3,170260000000.0,140450000000.0,19.4,13.39,0.89,5.53,3.49,4.51,11.56,28.43,34.35,12.99,20.19,31120000000.0,97.37,26.6,18900000000.0,12160000000.0,8850000000.0,27.29,17.5,36680000000.0,114.07,5100000000.0,10.33,4.9,153.49,11670000000.0,2270000000.0,0.93,555.4,590.51,2783110.0,321530000.0,251390000.0,0.58,80.9,3970000.0,1.2,1.6,3390000.0
2012-10-21 01:32:38,1350754358.0,goog,338.692139,47.16,128.795715,24.29,223480000000.0,185650000000.0,21.36,13.7,1.1,4.79,3.35,3.91,12.1,22.2,27.0,10.1,17.18,47540000000.0,145.89,45.1,24720000000.0,15350000000.0,10560000000.0,31.91,-20.3,45720000000.0,139.49,7890000000.0,11.6,3.94,207.54,15870000000.0,18780000000.0,1.17,728.87,640.17,2874260.0,327780000.0,262130000.0,0.33,84.0,4790000.0,1.6,1.8,3520000.0
2012-01-12 04:29:33,1326313773.0,goog,312.7856450000001,17.53,114.612007,16.08,202740000000.0,166530000000.0,21.34,14.25,0.88,5.64,3.68,4.66,12.38,26.78,32.76,11.96,19.52,35760000000.0,111.16,33.4,18900000000.0,13450000000.0,9580000000.0,29.34,25.9,42560000000.0,131.41,7260000000.0,13.24,5.63,169.35,14170000000.0,5480000000.0,0.85,624.0,573.79,3064680.0,323890000.0,255160000.0,0.42,81.8,4230000.0,1.5,1.7,4240000.0
2006-02-02 23:04:19,1138892659.0,goog,196.740387,21.58,99.256912,16.22,117050000000.0,111120000000.0,87.74,45.21,2.26,22.61,12.57,21.16,49.71,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,2170000000.0,835580000.0,N/A,436.33,356.99,11692000.0,295550000.0,N/A,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2006-02-24 09:45:14,1140745514.0,goog,187.480621,24.7,101.220146,14.36,111740000000.0,103700000000.0,75.3,31.35,1.34,18.2,11.86,16.89,39.858,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.02,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,410.82,364.32,12939100.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2013-01-23 12:04:31,1358913871.0,goog,368.354218,56.45,135.118652,24.85,230960000000.0,194230000000.0,22.03,13.04,1.06,4.86,3.39,4.09,12.25,22.2,28.06,10.5,17.18,47540000000.0,145.89,45.1,24720000000.0,15850000000.0,10560000000.0,31.91,-20.3,44620000000.0,135.8,7900000000.0,11.61,3.94,207.05,15870000000.0,12200000000.0,1.23,712.89,685.87,2230160.0,328590000.0,264709999.99999997,0.33,84.0,3770000.0,1.8,1.5,4110000.0000000005
2007-10-11 12:00:34,1192075234.0,goog,308.990326,-46.62,125.471718,-41.87,195210000000.0,182700000000.0,50.82,31.88,1.17,14.53,9.9,13.6,35.676,27.48,32.45,15.21,22.36,13430000000.0,43.676,57.7,6380000000.0,5120000000.0,3690000000.0,12.31,28.3,12500000000.0,40.058,0,N/A,11.263,63.159,4360000000.0,679780000.0,1.04,545.78,510.3,4557770.0,312140000.0,220460000.0,0.18,80.3,5120000.0,1.5,2.2,5400000.0
2006-02-28 10:51:22,1141095082.0,goog,180.138367,23.95,100.297188,11.94,115370000000.0,107340000000.0,77.75,32.37,1.37,18.8,12.25,17.49,41.257,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.021,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,405.419,366.24,12967600.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2012-03-13 09:39:10,1331602750.0,goog,306.893951,33.59,123.948418,13.78,196760000000.0,159640000000.0,20.33,12.2,0.78,5.19,3.38,4.21,11.33,25.69,32.3,11.73,18.66,37900000000.0,117.43,25.4,24720000000.0,14090000000.0,9740000000.0,29.76,6.3,43330000000.0,133.26,6210000000.0,10.68,5.92,178.97,14560000000.0,8289999999.999999,1.13,601.48,588.86,2766100.0,325140000.0,256839999.99999997,0.42,81.8,3580000.0,1.5,1.4,3730000.0
2011-09-02 05:03:57,1314911037.0,goog,260.724243,30.53,103.102608,22.32,171940000000.0,141690000000.0,19.21,12.67,0.81,5.24,3.36,4.25,11.08,27.05,33.62,12.41,19.47,33330000000.0,103.96,32.3,18900000000.0,12780000000.0,9010000000.0,27.72,36.1,39120000000.0,121.15,6140000000.0,11.81,5.96,161.13,13100000000.0,3020000000.0,0.88,564.58,553.15,3791010.0,322890000.0,253260000.0,0.58,80.9,4660000.0,1.0,1.9,4240000.0
2005-04-03 19:30:20,1112527820.0,goog,89.438293,116.45,90.612473,12.43,49420000000.0,47290000000.0,124.85,35.3,1.5,15.54,16.92,14.83,59.97,12.52,20.07,21.05,25.97,3190000000.0,11.692,N/A,840080000.0,788670000.0,399120000.0,1.44,N/A,2130000000.0,7.77,1900000.0,0.001,7.913,10.67,N/A,N/A,N/A,187.67,N/A,10887318.0,274520000.0,150700000.0,45.11,20.5,9840000.0,0.896,6.53,13820000.0
2013-01-16 10:43:29,1358304209.0,goog,355.2842100000001,61.67,133.020004,27.95,238210000000.0,201480000000.0,22.72,15.64,1.35,5.01,3.5,4.24,12.71,22.2,28.06,10.5,17.18,47540000000.0,145.89,45.1,24720000000.0,15850000000.0,10560000000.0,31.91,-20.3,44620000000.0,135.8,7900000000.0,11.61,3.94,207.05,15870000000.0,12200000000.0,1.23,709.75,682.29,2539340.0,328590000.0,264690000.0,0.33,84.0,3770000.0,1.8,1.5,4110000.0000000005
2009-01-01 00:37:22,1230741442.0,goog,152.83097800000004,101.52,74.976768,26.35,96830000000.0,80990000000.0,18.58,14.31,0.81,4.56,3.47,3.87,10.627,24.14,29.72,14.35,20.82,20920000000.0,66.765,31.0,9940000000.0,7620000000.0,5050000000.0,16.56,20.6,14410000000.0,45.79,0,N/A,8.076,87.335999,7420000000.0,2160000000.0,1.64,295.71,413.31,7352120.0,314750000.0,241850000.0,0.9,80.1,6470000.0,0.7,2.7,6530000.0
2005-10-28 01:49:29,1130435369.0,goog,177.92775,32.67,93.209404,17.21,98590000000.0,91620000000.0,78.21,41.78,1.86,22.16,24.34,17.45,40.99,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,27.324,10000.0,0,14.973,14.604,N/A,N/A,N/A,312.67,279.49,7687090.0,279240000.0,N/A,37.16,37.9,8380000.000000001,1.4,3.0,8330000.0
2006-02-20 14:50:28,1140418228.0,goog,183.183563,28.03,100.750832,15.47,108980000000.0,100950000000.0,73.44,30.58,1.34,17.64,11.5,16.45,38.8,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.02,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,415.39,361.74,12867900.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2009-01-26 21:32:20,1232976740.0,goog,160.88858000000005,67.48,69.526314,33.65,101910000000.0,86320000000.0,24.33,13.18,0.85,4.69,3.62,3.96,10.615,19.39,30.43,14.52,16.6,21800000000.0,69.422,18.1,9940000000.0,8130000000.000001,4230000000.0000005,13.31,-68.3,15850000000.0,50.36,0,N/A,8.765,89.747002,7850000000.0,2290000000.0,1.64,307.61,387.46,6429170.0,314650000.0,241750000.0,0.9,79.9,6450000.0,1.4,2.7,7500000.0
2005-12-06 10:45:56,1133837156.0,goog,200.962936,20.81,98.671288,13.83,119950000000.0,112320000000.0,89.91,47.58,2.37,22.84,12.7,21.39,50.248,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,2170000000.0,835580000.0,N/A,380.4,314.57,9315360.0,295550000.0,N/A,35.11,37.9,9230000.0,1.0,3.1,7430000.0
2011-06-03 23:44:42,1307115882.0,goog,259.849915,9.16,113.536797,0.33,168560000000.0,138590000000.0,20.31,13.23,0.88,5.47,3.48,4.45,11.4,26.82,34.35,12.99,19.16,31120000000.0,97.37,26.6,18900000000.0,12160000000.0,8350000000.0,25.75,-8.0,36680000000.0,113.81,5100000000.0,10.43,4.64,151.65,11670000000.0,2770000000.0,0.93,532.36,580.75,2731470.0,322250000.0,252260000.0,0.58,80.9,4330000.0,1.4,1.7,3970000.0
2006-02-17 15:01:42,1140159702.0,goog,183.183563,27.44,100.750832,15.23,108690000000.0,100270000000.0,73.24,30.49,1.27,17.64,11.5,16.34,38.54,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.02,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,417.05,361.69,12778600.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2008-12-16 01:57:34,1229363854.0,goog,161.58902,83.77,75.724648,24.52,97730000000.0,84920000000.0,18.76,14.3,0.84,4.75,3.62,4.06,11.142,24.14,29.72,14.35,20.82,20920000000.0,66.765,31.0,9940000000.0,7620000000.0,5050000000.0,16.56,20.6,14410000000.0,45.814,0,N/A,8.076,87.335999,7420000000.0,2160000000.0,1.64,308.1,433.12,7759980.0,314590000.0,241720000.0,0.9,80.1,6470000.0,0.7,2.7,6530000.0
2011-09-24 03:08:58,1316804938.0,goog,261.057068,39.67,99.845856,31.23,169680000000.0,135130000000.0,18.96,12.51,0.76,5.04,3.23,4.06,10.57,27.05,33.62,12.41,19.47,33330000000.0,103.96,32.3,18900000000.0,12780000000.0,9010000000.0,27.72,36.1,39120000000.0,121.15,6140000000.0,11.81,5.96,161.13,13100000000.0,3020000000.0,0.91,535.41,544.66,3869670.0,322890000.0,253240000.0,0.58,80.9,5410000.0,1.2,N/A,4660000.0
2005-11-25 09:46:19,1132883179.0,goog,212.925125,17.82,98.912468,12.41,124980000000.0,117350000000.0,93.68,49.81,2.4,23.8,13.23,22.35,52.497,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,N/A,N/A,N/A,356.07,304.81,8486620.0,295550000.0,N/A,35.44,37.9,7430000.0,0.8,2.5,8380000.000000001
2005-12-18 08:57:35,1134867455.0,goog,213.685181,7.59,98.834534,14.42,127130000000.0,119500000000.0,95.29,50.08,2.44,23.78,13.22,22.76,53.461,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,2170000000.0,835580000.0,N/A,400.92,323.95,9438260.0,295550000.0,N/A,35.11,37.9,9230000.0,1.0,3.1,7430000.0
2006-02-18 09:23:52,1140225832.0,goog,183.183563,27.44,100.750832,15.23,108980000000.0,100950000000.0,73.44,30.58,1.25,17.64,11.5,16.45,38.8,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.02,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,415.39,361.74,12867900.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2009-02-03 08:02:56,1233619376.0,goog,169.125,58.85,69.576157,34.19,107160000000.0,91310000000.0,25.58,13.92,0.87,4.89,3.77,4.19,11.229,19.39,30.43,14.52,16.6,21800000000.0,69.422,18.1,9940000000.0,8130000000.000001,4230000000.0000005,13.31,-68.3,15850000000.0,50.36,0,N/A,8.765,89.747002,7850000000.0,2290000000.0,1.41,314.97,376.69,6227890.0,314650000.0,241750000.0,0.97,79.9,6570000.0,1.6,2.8,6450000.0
2011-09-26 21:26:22,1317043582.0,goog,264.226471,40.85,102.22023,26.62,171740000000.0,136699999999.99998,19.19,12.66,0.76,5.09,3.26,4.1,10.69,27.05,33.62,12.41,19.47,33330000000.0,103.96,32.3,18900000000.0,12780000000.0,9010000000.0,27.72,36.1,39120000000.0,121.15,6140000000.0,11.81,5.96,161.13,13100000000.0,3020000000.0,0.91,536.58,544.99,3884010.0,322890000.0,253240000.0,0.58,80.9,5410000.0,1.2,N/A,4660000.0
2006-02-23 09:45:23,1140659123.0,goog,187.813461,24.48,100.962021,14.65,108020000000.0,99990000000.0,72.79,30.31,1.34,17.6,11.47,16.29,38.429,23.87,34.33,21.24,23.74,6140000000.0,22.254,86.0,1730000000.0,2600000000.0,1470000000.0,5.02,82.4,8029999999.999999,27.184,0,0,12.076,31.868999,2460000000.0,883100000.0,N/A,412.45,364.22,12891400.0,295550000.0,184630000.0,35.11,37.9,7870000.0,0.8,2.7,8180000.0
2004-08-25 20:32:31,1093437151.0,goog,52.657513,166.59,84.388763,11.63,28750000000.0,27900000000.0,146.61,46.49,1.36,14.83,19.61,14.55,49.28,9.95,25.0,17.45,26.43,1920000000.0,7.311,N/A,840080000.0,566070000.0,190720000.0,0.723,N/A,548690000.0,2.02,4210000.0,0.004,3.496,5.347,N/A,N/A,N/A,N/A,N/A,0,271220000.0,100400000.0,62.98,N/A,N/A,N/A,N/A,N/A
2005-12-22 09:50:00,1135216200.0,goog,214.624084,5.45,99.092621,13.15,126000000000.0,118370000000.0,94.45,49.63,2.41,24.0,13.34,22.54,52.956,24.71,33.93,20.1,22.8,5250000000.0,19.572,95.9,1730000000.0,2240000000.0,1300000000.0,4.51,633.3,7630000000.0,25.817,10000.0,0,14.973,31.959999,2170000000.0,835580000.0,N/A,406.4,327.32,9754430.0,295550000.0,N/A,35.11,37.9,9230000.0,1.0,3.1,7430000.0
2013-05-16 17:00:56,1368694856.0,goog,449.014587,15.32,150.230179,16.03,300820000000.0,261140000000.0,27.1,17.04,1.27,5.68,4.02,4.88,15.53,20.92,25.3,9.73,16.36,53500000000.0,162.86,31.2,29540000000.0,16809999999.999998,11220000000.0,33.42,15.8,50100000000.0,151.0,7380000000.0,9.77,4.74,228.01,16559999999.999998,10990000000.0,1.16,818.23,759.78,2292170.0,331770000.0,270730000.0,0.33,85.6,4120000.0,1.7,1.5,3560000.0
2008-10-19 17:12:30,1224407550.0,goog,185.066315,48.2,76.820786,20.84,117070000000.0,102650000000.0,23.18,16.45,0.88,5.3,4.03,4.91,13.303,24.41,30.17,14.59,21.03,20920000000.0,66.765,31.0,9940000000.0,7720000000.0,5110000000.0,16.07,25.8,14410000000.0,45.865,0,N/A,8.12,87.611,7420000000.0,2210000000.0,2.14,409.04,495.61,5824090.0,314240000.0,241400000.0,0.9,79.6,6400000.0,1.0,2.7,6620000.0
2005-08-14 07:34:01,1123976041.0,goog,143.92391999999995,27.51,95.339966,5.16,80480000000.0,77530000000.0,84.89,39.47,1.72,17.62,19.96,17.31,41.121,21.62,32.26,35.8,38.95,4480000000.0,17.86,97.7,1730000000.0,1890000000.0,968090000.0,3.413,333.6,2950000000.0,10.613,291000.0,0,8.139,14.234,N/A,N/A,N/A,296.239,236.037,12939300.0,277780000.0,173530000.0,53.73,37.9,7840000.0,0.6,2.9,9550000.0
2012-03-16 01:19:55,1331831995.0,goog,310.500488,30.28,124.704887,13.54,201950000000.0,163170000000.0,20.87,12.52,0.8,5.28,3.44,4.31,11.58,25.69,32.3,11.73,18.66,37900000000.0,117.43,25.4,24720000000.0,14090000000.0,9740000000.0,29.76,6.3,43330000000.0,133.26,6210000000.0,10.68,5.92,178.97,14560000000.0,8289999999.999999,1.13,603.41,589.72,2721030.0,325140000.0,256839999.99999997,0.42,81.8,3580000.0,1.5,1.4,3730000.0
2007-12-20 16:37:21,1198139841.0,mmm,64.729675,-31.09,118.47464,-38.15,60100000000.0,63100000000.0,14.06,15.49,1.59,2.52,5.52,2.63,9.814,18.39,21.98,14.04,40.28,24040000000.0,33.187,5.4,11210000000.0,6430000000.0,4420000000.0,5.99,7.4,2700000000.0,3.784,5230000000.0,0.477,1.456,15.381,4040000000.0,2820000000.0,0.78,83.52,87.82,4260370.0,713230000.0,712700000.0,0.06,67.4,6770000.0,1.4,0.9,6480000.0
2003-12-15 23:43:22,1071503002.0,mmm,57.617977,-2.55,80.76686099999998,14.41,64360000000.0,65660000000.0,28.34,23.61,2.25,3.62,8.52,3.72,14.56,13.33,20.21,14.66,34.34,16329999999.999998,22.262,N/A,7840000000.0,4510000000.0,2300000000.0,2.893,N/A,1280000000.0,1.63,2990000000.0,0.399,1.478,9.57,N/A,N/A,0.505,77.11,68.9,3382045.0,784880000.0,778700000.0,0.79,71.87,10290000.0,3.692,1.32,10400000.0
2006-12-06 03:06:51,1165345611.0,mmm,59.73409300000001,8.79,112.32045,8.45,59320000000.0,62240000000.0,17.5,16.11,1.62,2.65,5.42,2.77,9.926,15.62,23.42,15.01,33.39,22470000000.0,29.83,8.8,10790000000.0,6270000000.0,3540000000.0,4.6,6.4,1130000000.0,1.533,3800000000.0,0.346,1.211,14.915,3740000000.0,2830000000.0,0.83,79.51,76.16,2821880.0,736370000.0,735480000.0,0.14,66.7,5090000.0,1.9,0.7,5400000.0
2006-08-22 00:52:28,1156179148.0,mmm,52.71991,28.68,102.631844,14.77,53570000000.0,55100000000.0,15.8,14.22,1.45,2.44,4.66,2.51,8.916,15.71,23.58,15.61,32.28,21990000000.0,29.035,7.4,10790000000.0,6180000000.0,3490000000.0,4.5,17.0,1250000000.0,1.654,2710000000.0,0.235,1.493,15.297,3550000000.0,3170000000.0,1.04,71.33,77.18,4116770.0,753230000.0,752330000.0,0.14,68.1,5940000.0,1.5,0.8,6420000.0
2004-12-10 14:23:38,1102659818.0,mmm,56.365601,0.97,91.287086,7.67,61480000000.0,61940000000.0,21.84,18.94,1.8,3.13,7.07,3.15,11.44,15.05,22.55,16.64,35.54,19640000000.0,24.576,N/A,8950000000.0,5420000000.0,2890000000.0,3.616,N/A,2200000000.0,2.83,2660000000.0,0.306,1.573,11.17,N/A,N/A,0.545,79.16,82.05,3674590.0,778530000.0,772400000.0,0.79,72.85,7720000.0,1.762,1.0,6280000.0
2007-01-21 16:11:44,1169367104.0,mmm,59.322388,-3.26,113.77475,-5.83,58360000000.0,61030000000.0,17.22,15.88,1.59,2.58,5.28,2.72,9.733,15.62,23.42,15.01,33.39,22470000000.0,29.83,8.8,10790000000.0,6270000000.0,3540000000.0,4.6,6.4,1130000000.0,1.533,3800000000.0,0.346,1.211,14.915,3740000000.0,2310000000.0,0.69,78.83,75.48,2728450.0,736370000.0,735480000.0,0.14,66.6,6060000.0,2.2,0.8,5090000.0
2007-06-05 15:19:10,1181027950.0,mmm,66.24994699999999,-10.56,122.759773,-8.33,63510000000.0,65739999999.99999,15.4,16.27,1.82,2.73,6.31,2.83,10.316,18.57,21.83,14.9,41.06,23270000000.0,31.387,6.1,11210000000.0,6370000000.0,4320000000.0,5.73,52.2,2290000000.0,3.174,4600000000.0,0.458,1.296,13.96,3800000000.0,2770000000.0,1.13,83.77,79.03,3803700.0,720200000.0,664820000.0,0.07,66.8,9520000.0,2.3,1.3,5400000.0
2007-01-11 23:29:49,1168529389.0,mmm,58.873245,0.96,113.249008,0.41,57920000000.0,60000000000.0,17.09,15.73,1.55,2.55,5.22,2.67,9.569,15.62,23.42,15.01,33.39,22470000000.0,29.83,8.8,10790000000.0,6270000000.0,3540000000.0,4.6,6.4,1130000000.0,1.533,3800000000.0,0.346,1.211,14.915,3740000000.0,2310000000.0,0.69,79.17,75.49,2691110.0,736370000.0,735480000.0,0.14,66.1,6060000.0,2.2,0.8,5090000.0
2007-05-29 12:14:41,1180412081.0,mmm,66.136314,-9.78,121.760048,-6.72,62910000000.0,65230000000.00001,15.25,16.12,1.8,2.7,6.26,2.8,10.235,18.57,21.83,14.9,41.06,23270000000.0,31.387,6.1,11210000000.0,6370000000.0,4320000000.0,5.73,52.2,2290000000.0,3.174,4600000000.0,0.458,1.296,13.96,3800000000.0,2770000000.0,1.06,82.15,78.73,3912430.0,720200000.0,664820000.0,0.07,67.7,5400000.0,1.7,0.8,4960000.0
2007-01-27 00:54:57,1169830497.0,mmm,58.903214,-1.79,113.225082,-4.67,57940000000.0,60850000000.0,17.1,15.77,1.59,2.59,5.3,2.71,9.705,15.62,23.42,15.01,33.39,22470000000.0,29.83,8.8,10790000000.0,6270000000.0,3540000000.0,4.6,6.4,1130000000.0,1.533,3800000000.0,0.346,1.211,14.915,3740000000.0,2310000000.0,0.69,78.58,75.5,2554210.0,736370000.0,735480000.0,0.14,66.6,6060000.0,2.2,0.8,5090000.0
2006-12-08 16:29:04,1165566544.0,mmm,58.805897,12.29,112.035233,8.71,57600000000.0,61260000000.0,16.99,15.64,1.6,2.61,5.33,2.73,9.77,15.62,23.42,15.01,33.39,22470000000.0,29.83,8.8,10790000000.0,6270000000.0,3540000000.0,4.6,6.4,1130000000.0,1.533,3800000000.0,0.346,1.211,14.915,3740000000.0,2830000000.0,0.83,79.73,76.15,2813530.0,736370000.0,735480000.0,0.14,66.7,5090000.0,1.9,0.7,5400000.0
2011-11-06 20:42:20,1320583340.0,mmm,67.482849,16.08,110.345772,15.47,55580000000.0,56870000000.0,13.49,12.61,1.13,1.91,3.21,1.95,7.73,14.56,20.92,12.29,26.03,29230000000.0,41.07,9.6,12830000000.0,7360000000.0,4260000000.0,5.88,-1.6,4860000000.0,6.94,6160000000.0,35.37,2.22,24.84,5180000000.0,3040000000.0,1.05,76.99,86.38,5745620.0,700840000.0,698310000.0,0.04,69.1,11220000.0,2.1,1.7,11000000.0
2006-07-18 01:42:46,1153158166.0,mmm,52.39452,32.26,97.781052,26.89,53270000000.0,55030000000.0,16.38,13.8,1.5,2.49,4.89,2.55,8.812,15.41,24.33,15.5,31.6,21600000000.0,28.394,8.3,10790000000.0,6250000000.0,3360000000.0,4.31,16.6,1300000000.0,1.719,2630000000.0,0.24,1.452,14.576,3910000000.0,2710000000.0,1.06,79.25,78.36,3596040.0,753930000.0,753030000.0,0.14,67.3,6420000.0,2.2,0.9,6390000.0
2007-03-12 13:10:43,1173676243.0,mmm,56.62323000000001,6.13,112.316925,-4.22,54840000000.0,56460000000.0,14.77,14.32,1.45,2.39,5.51,2.46,9.589,16.8,20.58,14.7,38.37,22920000000.0,30.666,8.6,10790000000.0,5890000000.0,3850000000.0,5.06,54.5,1920000000.0,2.612,3550000000.0,0.356,1.222,13.561,3840000000.0,1500000000.0,0.72,75.79,76.53,3650130.0,733890000.0,733480000.0,0.14,67.1,5340000.0,2.1,0.7,6060000.0
2009-02-16 19:11:38,1234782698.0,mmm,38.931519,68.34,68.761932,35.67,34270000000.000004,38770000000.0,10.1,11.03,1.15,1.37,3.51,1.53,6.087,13.69,20.74,13.01,32.0,25270000000.0,36.14,-11.2,11730000000.0,6370000000.0,3460000000.0,4.89,-37.0,2220000000.0,3.204,6720000000.0,N/A,1.66,14.244,4530000000.0,1490000000.0,0.49,54.66,62.36,6540780.0,693540000.0,690040000.0,0.07,66.5,9280000.0,1.8,1.3,10160000.0
2006-08-29 19:24:21,1156850661.0,mmm,53.300488,26.83,102.994659,14.28,53950000000.0,54900000000.0,15.91,14.33,1.42,2.43,4.64,2.5,8.883,15.71,23.58,15.61,32.28,21990000000.0,29.035,7.4,10790000000.0,6180000000.0,3490000000.0,4.5,17.0,1250000000.0,1.654,2710000000.0,0.235,1.493,15.297,3550000000.0,3170000000.0,1.04,70.33,77.15,4112830.0,753230000.0,752330000.0,0.14,68.4,4870000.0,0.9,0.6,5940000.0
