Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,FTI,0,0,0,0,14000000000.0,12100000000.0,86.35,20.47,1.59,1.01,1.09,0.87,6.66,1.21,8.93,2.74,1.44,13910000000.0,29.93,-23.0,2530000000.0,1820000000.0,167900000.0,0.358,-35.9,5620000000.0,12.28,3870000000.0,29.63,1.29,28.39,-568800000.0,-584000000.0,0.58,30.475,31.172,3260000.0,452800000.0,430070000.0,26.55,0.0,9360000.0,3.14,2.03,8150000.0
0,0,KSS,0,0,0,0,12070000000.0,14910000000.0,12.65,12.46,1.18,0.62,2.2,0.77,6.01,4.91,7.77,7.27,18.13,19410000000.0,117.69,4.0,,2480000000.0,953000000.0,5.72,40.4,1070000000.0000001,6.39,3930000000.0,71.66,1.82,32.86,2360000000.0,1610000000.0,0.71,77.59,71.01,2920000.0,166710000.0,165130000.0,1.37,112.69,23260000.0,6.5,17.81,25630000.0
0,0,CVS,0,0,0,0,81890000000.0,101490000000.0,27.39,10.97,1.05,0.44,2.3,0.54,7.96,1.61,5.47,5.66,8.62,186970000000.0,183.93,2.2,28550000000.0,12750000000.0,2990000000.0,2.94,,43910000000.0,43.13,65110000000.0,182.83,2.34,35.01,7760000000.0,5740000000.0,0.9,77.06,69.02,6860000.0,1020000000.0,1020000000.0,0.26,86.1,56940000.0,8.45,5.61,50090000.0
0,0,PKI,0,0,0,0,9710000000.0,11880000000.0,69.44,22.08,1.6,3.82,3.99,4.67,23.41,5.51,14.31,4.3,6.0,2540000000.0,23.08,28.6,1080000000.0,507540000.0,148810000.0,1.26,-68.6,163390000.0,1.48,2000000000.0,79.5,1.69,22.74,245030000.0,183980000.0,1.42,93.43,80.95,110730000.0,110730000.0,101050000.0,0.9,98.25,3190000.0,5.83,3.79,2840000.0
0,0,CMS,0,0,0,0,14370000000.0,24360000000.0,26.01,20.3,3.0,2.13,3.08,3.61,11.3,8.13,20.59,3.85,11.98,6750000000.0,23.99,3.0,2500000000.0,2160000000.0,549000000.0,1.95,51.1,477000000.0,1.68,10570000000.0,224.44,0.9,16.5,2000000000.0,-250380000.0,-0.08,49.5,47.01,2210000.0,283240000.0,281360000.0,0.6,93.61,7030000.0,3.74,2.8,6520000.0
0,0,AKAM,0,0,0,0,10820000000.0,10900000000.0,59.79,16.81,1.14,4.12,3.14,4.15,16.25,6.99,14.79,4.81,5.46,2630000000.0,15.44,9.4,1630000000.0,671050000.0,183760000.0,1.07,-24.1,1860000000.0,10.95,1530000000.0,44.41,2.19,20.35,845420000.0,418610000.0,-0.46,72.93,74.58,1610000.0,169500000.0,164500000.0,2.92,88.74,8490000.0,7.03,5.15,9270000.0
0,0,AEP,0,0,0,0,36200000000.0,59770000000.0,18.78,17.78,3.32,2.27,1.93,3.74,11.33,12.07,20.85,3.21,10.61,15980000000.0,32.46,12.2,6490000000.0,5270000000.0,1930000000.0,3.91,40.9,374300000.0,0.76,24620000000.0,130.81,0.5,37.98,4560000000.0,-3250000000.0,-0.08,71.67,69.32,2450000.0,492930000.0,492810000.0,0.02,73.96,6710000.0,3.01,1.36,6290000.0
0,0,YUM,0,0,0,0,28800000000.0,37910000000.0,19.3,23.88,2.04,5.01,,6.59,19.54,27.95,30.44,22.06,,5750000000.0,17.22,-5.5,2690000000.0,1940000000.0,1610000000.0,4.7,55.8,331000000.0,1.04,9670000000.0,,1.3,-22.72,972000000.0,508880000.0,0.32,88.02,83.81,1590000.0,317360000.0,316820000.0,0.24,75.11,5050000.0,3.15,1.54,4300000.0
0,0,HES,0,0,0,0,20470000000.0,26450000000.0,,50.96,9.78,3.56,2.04,4.6,11.99,-61.49,-35.59,-5.19,-25.59,5750000000.0,18.63,27.8,4080000000.0,2210000000.0,-3580000000.0,-11.61,,2910000000.0,9.77,6440000000.0,56.85,2.41,33.52,1070000000.0000001,714630000.0,1.61,68.15,62.95,2870000.0,299690000.0,246370000.0,18.24,91.06,16370000.000000002,6.97,6.22,14880000.0
0,0,EIX,0,0,0,0,22890000000.0,39300000000.0,55.2,15.58,4.96,1.87,1.94,3.2,9.83,3.41,17.03,2.47,2.68,12270000000.0,37.64,-5.1,4640000000.0,4000000000.0,419000000.0,1.27,-0.7,99000000.0,0.3,14620000000.0,104.67,0.66,36.15,3370000000.0,-1280000000.0,-0.15,67.8,64.8,1940000.0,325810000.0,325210000.0,0.05,84.17,6330000.0,2.99,1.94,6520000.0
0,0,PNW,0,0,0,0,9360000000.0,14690000000.0,20.09,17.72,4.99,2.59,1.86,4.07,9.79,12.95,23.69,3.13,9.6,3610000000.0,32.23,3.1,1660000000.0,1500000000.0,467660000.0,4.16,-0.4,3840000.0,0.03,5410000000.0,104.81,0.5,44.94,1220000000.0,-280230000.0,-0.02,79.94,79.33,111970000.0,111970000.0,111530000.0,0.38,84.44,2080000.0,2.3,2.37,2009999.9999999998
0,0,PETM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCE,0,0,0,0,20940000000.0,27980000000.0,27.64,14.89,1.18,1.63,2.66,2.17,13.81,5.97,11.9,4.39,9.84,12890000000.0,26.6,0.1,4360000000.0,2029999999.9999998,768880000.0,1.57,-1.7,428710000.0,0.88,6620000000.0,83.22,1.02,16.37,2069999999.9999998,1210000000.0,0.3,44.05,41.18,1330000.0,486110000.0,231000000.0,0.59,0.84,1360000.0,1.07,0.74,1400000.0
0,0,URBN,0,0,0,0,4320000000.0,3770000000.0,24.16,13.7,0.97,1.13,2.99,0.99,8.08,4.71,9.03,10.59,13.11,3830000000.0,35.21,13.7,1190000000.0,467090000.0,180480000.0,1.64,85.9,603890000.0,5.53,,,2.8,13.25,398560000.0,265140000.0,0.51,43.09,43.01,2280000.0,109140000.0,82830000.0,35.97,81.3,12310000.0,3.75,16.73,13500000.0
0,0,TE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TMO,0,0,0,0,94620000000.0,115600000000.0,39.67,19.18,1.8,4.1,3.58,5.01,20.0,10.36,15.35,4.35,9.81,23090000000.0,57.59,21.8,9530000000.0,5780000000.0,2400000000.0,5.92,22.9,937000000.0,2.33,19590000000.0,74.09,1.58,65.65,4320000000.0,2630000000.0,1.33,239.99,221.84,1320000.0,402800000.0,402050000.0,0.19,89.89,3530000.0,3.48,0.88,4050000.0
0,0,V,0,0,0,0,306060000000.0,333620000000.0,33.58,25.81,1.62,15.28,10.99,16.66,24.4,47.91,66.71,12.64,29.41,20030000000.0,8.88,14.8,17740000000.0,13670000000.0,9260000000.0,4.1,13.1,11900000000.0,5.35,16629999999.999998,49.9,1.69,12.51,11990000000.0,10250000000.0,0.98,146.38,135.48,7490000.0,1780000000.0,1760000000.0,0.11,94.34,30620000.0,4.49,1.69,29730000.0
0,0,BHI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,16320000.0,,,,,,,,
0,0,UPS,0,0,0,0,100660000000.0,118730000000.0,19.67,14.75,1.47,1.46,43.27,1.72,12.2,7.52,10.77,10.94,285.95,69000000000.0,79.54,9.6,14850000000.0,9740000000.0,5190000000.0,5.949,7.3,4940000000.0,5.74,22770000000.0,966.51,1.21,2.7,6060000000.0,1640000000.0,1.13,120.34,114.78,2390000.0,693390000.0,693320000.0,0.01,69.25,8410000.0,3.48,1.22,9440000.0
0,0,DNB,0,0,0,0,5290000000.0,6460000000.0,22.36,16.37,3.34,2.92,,3.56,12.14,13.08,27.73,14.91,,1810000000.0,49.0,8.4,1170000000.0,531900000.0,237200000.0,6.37,106.2,199700000.0,5.38,1340000000.0,,0.61,-20.86,283300000.0,352840000.0,0.97,142.97,129.2,37130000.0,37130000.0,37010000.0,0.4,90.89,1380000.0,1.65,3.72,2.09
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BAX,0,0,0,0,38640000000.0,40260000000.0,44.05,21.92,1.88,3.51,4.36,3.66,17.12,8.29,14.48,5.94,10.19,11000000000.0,20.35,9.1,4570000000.0,2350000000.0,919000000.0,1.64,29.4,2860000000.0,5.35,3500000000.0,39.44,2.62,16.6,1970000000.0,978750000.0,0.89,75.27,72.24,2810000.0,534270000.0,497360000.0,0.09,86.33,4970000.0,1.82,0.99,4720000.0
0,0,FDX,0,0,0,0,59040000000.0,76780000000.0,12.65,11.11,1.02,0.88,3.08,1.14,9.02,7.16,7.98,6.62,26.88,67209999999.99999,252.41,11.5,17790000000.0,8510000000.0,4810000000.0,17.72,40.1,2370000000.0,8.99,16940000000.000002,88.37,1.32,72.76,4780000000.0,-391500000.0,1.45,244.59,244.32,1540000.0,263519999.99999997,243040000.0,7.6,74.57,3920000.0,3.15,1.61,4130000.0
0,0,FHN,0,0,0,0,5580000000.0,6270000000.0,26.89,10.74,1.03,3.53,1.34,3.96,,12.2,36.63,0.58,5.54,1580000000.0,5.5,32.8,1340000000.0,,186710000.0,0.64,-10.0,4000000000.0,12.31,4260000000.0,,,12.8,472660000.0,,1.03,18.0,18.38,3460000.0,325000000.0,319920000.0,1.43,86.6,17430000.0,7.44,5.41,17600000.0
0,0,PCG,0,0,0,0,24920000000.0,43790000000.0,205.94,11.96,3.86,1.47,1.32,2.59,7.75,0.72,16.08,2.43,0.64,16910000000.0,32.83,-0.4,5870000000.0,5650000000.0,122000000.0,0.234,,517000000.0,1.0,19250000000.0,101.02,0.65,36.37,5970000000.0,1200000000.0,-0.14,46.2174,44.1025,6170000.0,517150000.0,515960000.00000006,0.2,83.94,10460000.0,1.34,2.03,10010000.0
0,0,VALE,0,0,0,0,77980000000.0,94240000000.0,19.71,8.71,0.61,2.52,1.84,3.04,6.91,12.84,34.22,7.56,11.41,30960000000.0,5.96,33.7,,13650000000.0,4570000000.0,0.76,410.0,6520000000.0,1.25,21790000000.0,50.06,1.68,8.19,10380000000.0,8790000000.0,1.77,13.93,13.63,19800000.0,5200000000.0,3070000000.0,0.09,20.98,51350000.0,2.97,,46990000.0
0,0,C,0,0,0,0,179900000000.0,27940000000.0,,9.48,0.85,2.77,0.99,0.43,,-8.71,36.19,-0.29,-2.54,64840000000.0,24.98,1.1,64280000000.0,,-6750000000.0,-2.647,16.0,698900000000.0,277.71,505300000000.0,,,71.95,21340000000.0,,1.5,71.755,69.853,14260000.0,2520000000.0,2510000000.0,0.14,78.94,16050000.0,1.33,0.63,16880000.0
0,0,EQR,0,0,0,0,25030000000.0,33259999999.999996,41.22,48.49,16.37,9.9,2.37,13.16,20.44,23.31,33.58,2.58,5.65,2530000000.0,6.88,4.5,1650000000.0,1630000000.0,585990000.0,1.59,-42.1,51240000.0,0.14,8780000000.0,81.23,0.14,27.62,1390000000.0,1330000000.0,0.6,66.91,64.17,1510000.0,368280000.0,362480000.0,1.8,89.65,4910000.0,3.58,1.53,4990000.0
0,0,LIFE,0,0,0,0,20900000.0,-21480000.0,,-0.73,,,0.46,,0.53,0.0,0.0,-39.4,-102.43,,,,,-40220000.0,-43740000.0,-1.52,,64330000.0,2.15,19570000.0,43.12,5.95,1.52,-38960000.0,-22400000.0,2.81,0.75,1.26,29860000.0,29860000.0,18640000.0,87.89,0.0,1150000.0,1.9,7.99,1250000.0
0,0,IRM,0,0,0,0,9490000000.0,17520000000.0,49.88,26.97,0.94,2.34,4.62,4.32,12.73,4.56,19.12,4.49,9.28,4059999999.9999995,14.67,11.7,2180000000.0,1380000000.0,189900000.0,0.67,18.8,188190000.0,0.66,8090000000.0,375.59,0.98,7.19,794620000.0,369550000.0,0.46,35.29,34.57,1640000.0,286150000.0,283360000.0,3.39,94.34,25390000.0,20.35,12.34,24740000.0
0,0,STT,0,0,0,0,32090000000.000004,-25560000000.0,13.97,10.36,0.99,2.73,1.6,-2.18,,20.88,30.89,1.01,10.98,11730000000.0,31.81,7.7,11170000000.0,,2270000000.0,6.05,18.4,91150000000.0,249.15,30790000000.0,,,52.96,6340000000.0,,1.42,86.66,93.36,2700000.0,379420000.0,345520000.0,0.67,89.76,2380000.0,1.09,0.65,3590000.0
0,0,FFIV,0,0,0,0,10410000000.0,10020000000.0,23.46,16.42,2.15,4.87,8.22,4.69,15.42,21.37,28.05,15.05,36.96,2140000000.0000002,34.51,4.7,1740000000.0,650210000.0,456550000.0,7.3,25.7,1080000000.0,17.83,,,1.56,20.82,769830000.0,634940000.0,0.54,190.0,174.39,60820000.0,60820000.0,60690000.0,0.23,100.84,4460000.0,9.4,8.07,4820000.0
0,0,HBAN,0,0,0,0,17090000000.0,28840000000.0,13.12,11.14,0.86,4.11,1.66,6.93,,33.36,41.39,1.34,12.54,4160000000.0,3.82,1.2,4110000000.0000005,,1320000000.0,1.18,30.5,1690000000.0,1.53,12370000000.0,,,9.3,2000000000.0,,1.62,15.82,15.32,9810000.0,1100000000.0,1090000000.0,1.1,80.07,22830000.0,2.49,2.39,27790000.0
0,0,CF,0,0,0,0,12160000000.0,19580000000.0,20.71,23.89,0.66,2.88,3.42,4.63,14.41,13.94,10.98,2.08,10.97,4230000000.0000005,18.07,15.7,430000000.0,1360000000.0,589000000.0,2.52,4833.3,728000000.0,3.12,4700000000.0,74.26,2.8,15.23,1040000000.0,491500000.0,1.39,52.51,44.81,2490000.0,233470000.0,232150000.0,6.12,21.17,7940000.0,3.41,4.31,10660000.0
0,0,KMX,0,0,0,0,12220000000.0,25930000000.0,17.36,13.92,1.12,0.66,3.52,1.39,19.96,3.91,5.98,3.98,21.86,18660000000.0,104.11,8.9,2750000000.0,1300000000.0,730530000.0,4.03,21.8,37150000.0,0.21,13590000000.0,390.25,2.36,19.86,-50760000.0,432060000.0,1.82,76.53,71.21,1380000.0,174620000.0,161870000.0,0.5,105.09,12290000.0,12.34,7.7,11650000.0
0,0,NBR,0,0,0,0,2250000000.0,5680000000.0,,-26.27,0.03,0.79,0.74,1.98,8.56,-21.21,-7.03,-1.54,-17.99,2870000000.0,9.53,20.7,847420000.0,663780000.0,-573520000.0,-2.01,,636550000.0,1.78,3820000000.0,115.82,2.04,8.57,149640000.0,-24920000.0,1.85,6.203,6.754,10860000.0,357460000.0,334570000.0,8.91,97.96,56910000.0,6.3,15.91,55700000.0
0,0,DRI,0,0,0,0,13390000000.0,14230000000.0,21.08,17.32,1.55,1.63,5.89,1.73,12.93,7.84,9.81,9.39,30.06,8210000000.000001,66.36,6.5,1750000000.0,1100000000.0,651400000.0,5.12,39.7,151800000.0,1.22,926800000.0,40.74,0.41,18.33,1030000000.0,419460000.0,-0.15,114.39,101.84,1240000.0,124110000.0,123880000.0,0.2,92.18,6200000.0,6.76,5.6,6770000.0
0,0,EXC,0,0,0,0,42540000000.0,79920000000.0,11.21,14.25,3.29,1.22,1.39,2.29,7.83,10.92,14.82,2.76,12.75,34890000000.0,36.15,5.4,10040000000.0,10200000000.0,3810000000.0,3.93,467.4,694000000.0,0.72,35980000000.0,109.56,1.19,31.59,8449999999.999999,9250000.0,0.02,43.76,41.64,5230000.0,965910000.0,964080000.0,0.23,81.25,17550000.0,3.57,1.82,19940000.0
0,0,MCD,0,0,0,0,132550000000.00002,158600000000.0,25.07,20.86,2.59,6.14,,7.35,16.05,25.26,39.16,16.14,,21590000000.0,27.24,-11.5,10620000000.0,9880000000.0,5450000000.0,6.82,7.3,1620000000.0,2.09,31000000000.0,,1.47,-7.54,5780000000.0,4950000000.0,0.69,163.36,161.38,3390000.0,775800000.0,775400000.0,0.09,68.62,7130000.0,2.46,0.91,6990000.0
0,0,TGT,0,0,0,0,45180000000.0,56650000000.0,15.03,15.25,2.08,0.61,4.04,0.77,8.28,4.22,5.88,6.99,27.84,73580000000.0,136.63,6.9,,6840000000.0,3100000000.0,5.71,19.1,1180000000.0,2.24,13340000000.0,119.5,0.82,21.23,6720000000.0,2320000000.0,0.72,87.24,78.47,4330000.0,526350000.0,525640000.0,0.14,85.74,24800000.0,4.57,5.1,27860000.0
0,0,JNPR,0,0,0,0,9680000000.0,9060000000.0,60.78,13.76,1.2,2.02,2.22,1.89,9.86,3.52,14.63,4.64,3.55,4780000000.0,13.16,-8.0,3070000000.0,919200000.0,168500000.0,0.46,-35.2,3120000000.0,9.06,2140000000.0000002,48.39,2.27,12.64,856200000.0,438810000.0,1.19,28.75,27.03,4120000.0,344800000.0,337190000.0,1.38,96.45,16930000.0,4.6,6.43,18790000.0
0,0,LO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,INTU,0,0,0,0,54080000000.0,56230000000.0,45.06,28.56,2.32,9.07,22.97,9.43,32.41,20.31,25.1,20.24,65.32,5960000000.0,23.3,17.3,5000000000.0,1740000000.0,1210000000.0,4.64,104.2,1720000000.0,6.63,438000000.0,18.61,1.14,9.1,2109999999.9999998,1560000000.0,0.84,221.27,203.42,1450000.0,258670000.00000003,248120000.0,4.69,90.49,3290000.0,2.03,1.35,2850000.0
0,0,CSX,0,0,0,0,61000000000.0,76420000000.0,10.24,17.45,1.0,5.27,4.35,6.6,13.79,53.27,36.44,7.25,48.17,11580000000.0,13.06,5.8,5190000000.0,5540000000.0,6170000000.0,6.94,72.0,1400000000.0,1.63,13790000000.0,98.32,1.66,16.31,3920000000.0,1840000000.0,1.09,74.21,66.66,5360000.0,858810000.0,856470000.0,5.27,76.93,14690000.0,3.23,1.98,19790000.0
0,0,ROP,0,0,0,0,29320000000.0,35630000000.0,27.47,22.99,1.69,6.0,4.01,7.3,21.41,21.99,26.88,5.55,15.91,4880000000.0,47.53,14.0,2860000000.0,1660000000.0,1070000000.0000001,10.33,27.2,421800000.0,4.08,5620000000.0,77.0,0.8,70.67,1230000000.0,1080000000.0,1.5,300.85,285.65,103340000.0,103340000.0,101240000.0,2.36,95.28,1360000.0,3.14,1.82,1480000.0
0,0,GRPN,0,0,0,0,1940000000.0,1700000000.0,,13.64,0.48,0.7,7.15,0.62,13.27,-1.97,2.08,2.46,-17.58,2750000000.0,4.91,-6.8,1330000000.0,128050000.00000001,-53060000.0,-0.1,,671410000.0,1.18,232360000.0,85.7,0.92,0.48,219180000.0,154740000.0,1.37,4.02,4.48,9090000.0,568400000.0,410780000.0,28.17,62.52,43630000.0,6.15,12.2,41140000.0
0,0,COF,0,0,0,0,45470000000.0,92090000000.0,15.0,8.45,0.69,2.13,1.01,4.3,,15.84,35.62,0.99,7.14,21390000000.0,44.05,20.6,19690000000.0,,3250000000.0,6.34,84.0,13690000000.0,28.22,54820000000.0,,,93.93,12850000000.0,,1.41,98.03,95.91,2370000.0,478430000.0,481450000.0,0.67,90.48,3430000.0,1.91,0.71,3770000.0
0,0,SWK,0,0,0,0,20330000000.0,27150000000.0,19.97,14.19,1.47,1.51,2.73,2.02,12.62,7.57,12.31,5.24,12.81,13460000000.0,89.71,10.9,4820000000.0,2150000000.0,1020000000.0,6.65,5.8,385800000.0,2.52,4950000000.0,60.4,0.94,48.59,1430000000.0,594210000.0,1.31,145.15,143.43,1330000.0,153010000.0,152580000.0,0.72,86.42,2580000.0,2.45,1.67,2970000.0
0,0,AGN,0,0,0,0,64670000000.0,88230000000.0,,11.33,1.77,4.0,0.91,5.46,11.9,-9.86,0.76,0.07,-1.63,16160000000.0,48.28,2.9,13770000000.0,7420000000.0,-1390000000.0,-5.32,,1700000000.0,5.0,25350000000.0,35.57,1.0,209.97,6050000000.0,6790000000.0,1.29,189.75,172.8,1760000.0,339440000.0,320460000.0,0.28,86.95,3090000.0,1.83,0.89,3740000.0
0,0,PETS,0,0,0,0,616750000.0,524840000.00000006,15.12,12.7,1.48,2.19,4.96,1.86,9.44,14.42,19.0,24.02,36.42,281530000.0,13.82,9.7,97810000.0,55630000.0,40590000.0,1.99,35.6,94560000.0,4.63,,,4.41,6.07,45520000.0,37560000.0,0.66,35.13,37.82,20500000.0,20500000.0,17970000.0,3.87,94.68,5640000.0,13.36,37.74,4710000.0
0,0,ADBE,0,0,0,0,118690000000.0,125430000000.0,50.25,31.02,1.6,13.85,13.45,14.63,40.59,28.16,32.3,11.81,28.35,8570000000.0,17.44,24.4,6290000000.0,3090000000.0,2410000000.0,4.84,58.8,4940000000.0,10.13,1880000000.0,21.27,1.66,18.08,3750000000.0,2750000000.0,0.81,264.61,247.16,2800000.0,488130000.0,486560000.0,0.31,87.29,4550000.0,1.53,0.93,3630000.0
0,0,ALTR,0,0,0,0,2580000000.0,2720000000.0,,80.09,2.86,7.11,12.73,7.5,-496.24,-23.35,-5.43,-3.49,-105.49,362100000.0,6.07,17.0,226740000.0,-5470000.0,-84540000.0,-1.42,,199230000.0,2.85,1080000.0,0.54,1.4,2.89,27290000.0,51710000.0,,40.96,35.58,36740000.0,36740000.0,30610000.0,16.11,72.55,3.07,3.07,3.76,
0,0,CAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,NFX,0,0,0,0,5560000000.0,7740000000.0,14.57,5.99,0.25,2.52,3.32,3.51,7.94,17.53,19.94,5.47,27.19,2210000000.0,11.06,68.9,1190000000.0,975000000.0,387000000.0,1.93,21.4,293000000.0,1.48,2440000000.0,148.48,0.72,8.3,1230000000.0,-511250000.0,2.05,27.89,28.1,2470000.0,197680000.0,196170000.0,0.57,102.79,7620000.0,3.5,5.13,7750000.0
0,0,JOSB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ZLC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WGO,0,0,0,0,971110000.0,1230000000.0,10.03,7.72,0.64,0.5,1.92,0.64,7.0,5.04,8.23,10.73,21.15,1940000000.0,61.23,18.0,222580000.0,175950000.0,97490000.0,3.07,67.7,39030000.0,1.24,252050000.0,49.83,1.96,16.04,90790000.0,53730000.0,1.07,35.83,38.01,31530000.0,31530000.0,28890000.0,3.82,94.94,3540000.0,9.06,12.9,3320000.0
0,0,MCO,0,0,0,0,30350000000.0,35100000000.0,28.18,18.46,1.23,6.7,124.93,7.75,16.43,24.1,42.95,15.91,,4530000000.0,23.67,17.5,2980000000.0,2140000000.0000002,1090000000.0,5.61,20.5,1420000000.0,7.38,5340000000.0,1160.29,1.54,1.27,1570000000.0,1320000000.0,1.03,173.46,171.78,191900000.0,191900000.0,166310000.0,0.44,91.09,2190000.0,3.29,1.32,2190000.0
0,0,BK,0,0,0,0,51620000000.0,-3890000000.0,12.41,11.55,1.37,3.21,1.36,-0.24,,27.78,32.59,1.26,10.87,16079999999.999998,15.74,4.5,15570000000.0,,4269999999.9999995,4.16,13.1,128970000000.0,128.98,68709999999.99999,,,37.97,8050000000.000001,,0.92,52.226,53.749,5310000.0,999950000.0,933370000.0,0.0,0.0,16739999.999999998,4.13,1.69,15810000.0
0,0,HRB,0,0,0,0,5560000000.0,5750000000.0,9.62,13.13,1.29,1.76,28.96,1.81,6.09,18.66,24.07,20.12,,3170000000.0,15.17,5.4,1420000000.0,942620000.0,604460000.0,2.81,,979120000.0,4.76,1500000000.0,779.15,2.27,0.93,883560000.0,505650000.0,-0.02,25.97,25.94,2500000.0,205520000.0,205200000.0,0.43,101.51,26160000.0,9.76,17.34,23280000.0
0,0,BBY,0,0,0,0,19660000000.0,18270000000.0,19.91,13.07,1.0,0.46,6.2,0.42,6.77,2.44,4.6,9.76,27.98,43170000000.0,150.19,4.9,,2700000000.0,1050000000.0,3.6,16.7,2500000000.0,9.12,855000000.0,26.84,1.21,11.54,2560000000.0,1540000000.0,0.38,78.1,75.39,3160000.0,274560000.0,237560000.0,14.18,85.15,18400000.0,4.39,8.71,17220000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SE,0,0,0,0,4150000000.0000005,4040000000.0,,-6.04,,7.44,18.31,7.24,-5.64,-154.55,-137.85,-28.09,-1095.45,557520000.0,1.95,81.0,87310000.0,-716210000.0,-861660000.0,-3.01,,1480000000.0,4.37,1150000000.0,495.08,2.54,0.68,-501610000.0,-347520000.0,,13.84,13.52,1430000.0,335030000.0,106570000.0,0.26,58.23,13450000.0,8.53,,14310000.0
0,0,JDSU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EXPD,0,0,0,0,12080000000.0,11590000000.0,22.2,20.62,1.87,1.61,6.36,1.54,14.29,7.5,10.09,15.4,29.2,7520000000.0,42.49,17.1,932340000.0,811150000.0,563530000.0,3.12,29.2,1020000000.0,5.86,,,2.07,10.89,595780000.0,560090000.0,0.72,73.7,71.63,1070000.0,174340000.0,172730000.0,0.62,97.91,6870000.0,7.51,4.45,6940000.0
0,0,HTZ,0,0,0,0,1310000000.0,18030000000.0,2.92,53.83,-0.19,0.14,1.24,1.98,32.08,4.86,3.61,0.91,48.55,9110000000.0,109.82,7.4,1050000000.0,562000000.0,443000000.0,5.34,,685000000.0,8.14,17360000000.0,1624.32,0.85,12.61,2370000000.0,-34120000.0,2.47,18.18,17.95,3730000.0,84180000.0,38880000.0,0.72,127.8,19710000.0,6.2,36.22,22320000.0
0,0,RRC,0,0,0,0,4410000000.0,8460000000.000001,73.29,15.68,0.28,1.61,0.76,3.09,8.89,2.3,-3.91,-0.57,1.1,2740000000.0,11.16,35.2,1240000000.0,951910000.0,61630000.0,0.25,,0.0,0.0,4210000000.0,72.99,0.52,23.59,950440000.0,-274770000.0,0.06,16.52,15.66,5800000.0,244370000.0,242830000.0,1.37,104.58,42570000.0,8.18,22.97,38260000.0
0,0,FCX,0,0,0,0,18530000000.0,29740000000.0,6.45,13.18,1.2,0.96,1.96,1.53,3.9,14.87,28.89,9.45,28.92,19390000000.0,13.39,39.3,6430000000.0,7620000000.0,2870000000.0,1.983,224.3,3980000000.0,2.75,11130000000.0,86.64,2.72,6.54,5530000000.0,3960000000.0,2.53,13.922,15.952,18440000.0,1450000000.0,1390000000.0,0.48,72.89,25570000.0,1.52,1.97,23800000.0
0,0,ABBV,0,0,0,0,143490000000.0,176930000000.0,23.52,10.66,0.78,4.64,,5.72,13.66,20.84,36.57,11.0,489.67,30950000000.0,19.49,19.2,21530000000.0,12950000000.0,6420000000.0,4.03,3.6,3740000000.0,2.47,37750000000.0,,0.8,-2.23,11370000000.0,9330000000.0,1.47,94.92,96.11,5590000.0,1510000000.0,1510000000.0,0.09,71.54,31370000.0,7.43,2.25,32580000.0
0,0,ADSK,0,0,0,0,29800000000.0,33650000000.0,,42.59,3.06,13.3,,15.02,-226.12,-18.52,-10.35,-3.54,-1123.41,2240000000.0,10.23,21.9,,-148800000.0,-415100000.0,-1.89,,1170000000.0,5.35,1590000000.0,,0.83,-1.11,54600000.0,265610000.0,1.77,150.84,137.28,1870000.0,218620000.0,218250000.0,0.16,98.36,4840000.0,2.25,2.79,6820000.0
